dataset,neural_network,training_loss,testing_loss,time,number_of_folds,epochs,fold
iris,StrategyNN,3.057372293439064,3.0560262698876537,22.51178812980652,5,5.0,3.0
iris,StrategyNN,1.941527359579582,1.871873040640352,23.02725124359131,5,5.0,4.0
wine,StrategyNN,1.9310284603077104,1.8016848801721956,28.39052724838257,5,5.0,0.0
wine,StrategyNN,2.0660021816285603,1.9233011457780744,29.16603803634644,5,5.0,1.0
wine,StrategyNN,2.084817894499258,2.088602197807768,27.973141431808468,5,5.0,2.0
wine,StrategyNN,1.9395605400821607,1.9147256374908563,26.92749547958374,5,5.0,3.0
wine,StrategyNN,2.047749827204158,2.0730495399494444,29.442532062530518,5,5.0,4.0
breast_cancer,StrategyNN,1.2661226357217965,1.2825501991679495,3.377692461013794,5,5.0,0.0
breast_cancer,StrategyNN,1.2097719944536447,1.196800704549834,3.838689565658569,5,5.0,1.0
breast_cancer,StrategyNN,1.397002940119173,1.3938968356419672,3.3052961826324463,5,5.0,2.0
breast_cancer,StrategyNN,1.2587425353459234,1.3294276469893314,4.022223711013794,5,5.0,3.0
breast_cancer,StrategyNN,1.280140538558928,1.2523269864077382,3.629309892654419,5,5.0,4.0
heart,StrategyNN,3.1576869319263907,2.9896198654316977,5.2803168296813965,5,5.0,0.0
heart,StrategyNN,3.1959985896103595,3.1733279780536763,4.198422908782959,5,5.0,1.0
heart,StrategyNN,3.891747221174525,4.095327369455509,4.158461570739746,5,5.0,2.0
heart,StrategyNN,3.1626344231109482,3.2300701913482817,4.089716911315918,5,5.0,3.0
heart,StrategyNN,2.8965648683564025,2.9245857676130638,4.033485412597656,5,5.0,4.0
iris,StrategyNN,2.3353445957956724,2.3587259225959087,22.830087661743164,5,5.0,0.0
iris,StrategyNN,2.3374019438969333,2.3904467677588013,21.284939765930176,5,5.0,1.0
iris,StrategyNN,1.9906290307895984,1.931550618589052,20.74236512184143,5,5.0,2.0
iris,StrategyNN,2.771123104592641,2.6035812986831166,24.37477302551269,5,5.0,3.0
iris,StrategyNN,1.951697443580893,1.9428756618084908,19.956502199172974,5,5.0,4.0
wine,StrategyNN,1.9276360004097532,1.970426949090501,25.95366334915161,5,5.0,0.0
wine,StrategyNN,2.1053515373218725,2.1042322490182848,27.632954597473145,5,5.0,1.0
wine,StrategyNN,2.511789799480042,2.105993532721412,27.403753757476807,5,5.0,2.0
wine,StrategyNN,2.148350373429865,2.2926369998741314,27.4908983707428,5,5.0,3.0
wine,StrategyNN,2.4741584197837443,2.4215210580351987,26.56290602684021,5,5.0,4.0
breast_cancer,StrategyNN,1.30562857892104,1.4413903690582957,3.331068992614746,5,5.0,0.0
breast_cancer,StrategyNN,1.1995659080387742,1.1979003334827902,3.479602813720703,5,5.0,1.0
breast_cancer,StrategyNN,1.370525986982446,1.3405043181734324,3.695267915725708,5,5.0,2.0
breast_cancer,StrategyNN,1.4697270527783226,1.4635075128670414,3.6139643192291264,5,5.0,3.0
breast_cancer,StrategyNN,1.3651132873803986,1.310329700871553,4.112768650054932,5,5.0,4.0
heart,StrategyNN,3.4656770854680525,3.5954113042282247,3.9283063411712646,5,5.0,0.0
heart,StrategyNN,3.3642546400004507,3.2694036240896054,4.679908990859985,5,5.0,1.0
heart,StrategyNN,6.104622115530553,5.755793540555816,4.666474103927612,5,5.0,2.0
heart,StrategyNN,2.9549178118699686,2.9287979899468417,4.2134313583374015,5,5.0,3.0
heart,StrategyNN,3.2425761763276615,3.5068412038619114,4.768686532974243,5,5.0,4.0
iris,StrategyNN,1.9788446772170567,2.1125823058666597,22.48087859153748,5,5.0,0.0
iris,StrategyNN,2.069510029339283,2.1376374813141314,25.875794649124146,5,5.0,1.0
iris,StrategyNN,2.0723149465951347,2.3790842659868217,23.35790729522705,5,5.0,2.0
iris,StrategyNN,2.4331609992669114,2.335517645611765,23.92601490020752,5,5.0,3.0
iris,StrategyNN,2.495221613477148,2.158118293772246,23.07683491706848,5,5.0,4.0
wine,StrategyNN,2.157341388463581,2.165099160104107,28.781517028808594,5,5.0,0.0
wine,StrategyNN,1.917454673005349,1.872719299473004,27.83040571212769,5,5.0,1.0
wine,StrategyNN,2.2769151733906794,2.3533030356704843,29.39714479446411,5,5.0,2.0
wine,StrategyNN,1.996371660188532,1.8944623991463287,30.15738940238953,5,5.0,3.0
wine,StrategyNN,1.9206964935390247,1.9152103530710016,29.548699378967285,5,5.0,4.0
breast_cancer,StrategyNN,1.3242716083938186,1.3082439910621069,3.6766743659973145,5,5.0,0.0
breast_cancer,StrategyNN,1.2937104332840503,1.3677497841183448,3.995151996612549,5,5.0,1.0
breast_cancer,StrategyNN,1.2888147999955728,1.286138077546226,3.8403146266937256,5,5.0,2.0
breast_cancer,StrategyNN,1.6112418657298335,1.5832184498532968,3.437538385391236,5,5.0,3.0
breast_cancer,StrategyNN,1.2129477714306305,1.1857368847099008,4.402344703674316,5,5.0,4.0
heart,StrategyNN,2.471598102058823,2.2408686638358466,4.469433307647705,5,5.0,0.0
heart,StrategyNN,2.3881472110627873,2.595646642156004,4.121197700500488,5,5.0,1.0
heart,StrategyNN,3.813892631589496,3.622433858473933,4.682150840759277,5,5.0,2.0
heart,StrategyNN,2.5764598062642765,2.5989073129755123,4.576155185699463,5,5.0,3.0
heart,StrategyNN,3.380605075313392,3.2617098134005937,4.580530881881714,5,5.0,4.0
iris,StrategyNN,2.0630249921497352,2.056794588641684,21.969679832458496,5,5.0,0.0
iris,StrategyNN,3.414251981447192,3.383168257004762,23.373836278915405,5,5.0,1.0
iris,StrategyNN,1.943170897512896,1.997308430372585,23.550248861312863,5,5.0,2.0
iris,StrategyNN,2.8409122277929577,2.747241291411414,23.73783898353577,5,5.0,3.0
iris,StrategyNN,1.979161928790836,2.041823772118304,22.652910232543945,5,5.0,4.0
wine,StrategyNN,1.9038121487456172,1.960128785759256,29.572896003723145,5,5.0,0.0
wine,StrategyNN,1.9596797037983231,1.9754006575708856,29.392825603485107,5,5.0,1.0
wine,StrategyNN,2.59214237577266,2.6848628500199188,29.683339595794678,5,5.0,2.0
wine,StrategyNN,1.887285294359108,1.8260774500653856,25.43541979789734,5,5.0,3.0
wine,StrategyNN,2.157674053932769,2.002344726547594,29.63831257820129,5,5.0,4.0
breast_cancer,StrategyNN,1.4273017523543394,1.4336825820494112,3.5725631713867188,5,5.0,0.0
breast_cancer,StrategyNN,1.7728120381031447,1.7943512605609178,4.331791400909424,5,5.0,1.0
breast_cancer,StrategyNN,1.3747343576828612,1.433464776401819,3.7106683254241934,5,5.0,2.0
breast_cancer,StrategyNN,1.3251702588194232,1.251631826645898,3.898301601409912,5,5.0,3.0
breast_cancer,StrategyNN,1.2947959232294677,1.2725181764023936,3.669766187667847,5,5.0,4.0
heart,StrategyNN,2.188657209069623,2.2379891176020617,4.768289804458618,5,5.0,0.0
heart,StrategyNN,3.5692415727191067,3.6767757261822975,4.263222217559815,5,5.0,1.0
heart,StrategyNN,4.291841663193956,4.512161927921387,4.504613399505615,5,5.0,2.0
heart,StrategyNN,2.2302047967968024,2.19888811346171,4.85554575920105,5,5.0,3.0
heart,StrategyNN,3.2455855206620865,3.1482065125230267,4.421997785568237,5,5.0,4.0
iris,StrategyNN,2.3765376952038486,2.4009501391359778,24.06065273284912,5,5.0,0.0
iris,StrategyNN,2.5727017556105958,2.6314790494138958,25.51774334907532,5,5.0,1.0
iris,StrategyNN,1.902380893000392,1.9776218993495895,25.7009539604187,5,5.0,2.0
iris,StrategyNN,2.314745971155928,2.0921707143443764,23.656120777130127,5,5.0,3.0
iris,StrategyNN,1.9139258927991798,1.9024035993304071,25.65304589271545,5,5.0,4.0
wine,StrategyNN,2.2914284425269136,2.241166704125121,29.82703113555908,5,5.0,0.0
wine,StrategyNN,1.9367555900119915,1.904237384025372,26.48020029067993,5,5.0,1.0
wine,StrategyNN,2.0625366180887292,2.312231515404289,32.662399768829346,5,5.0,2.0
wine,StrategyNN,2.3897950120080518,2.1931793020083488,29.38689494132996,5,5.0,3.0
wine,StrategyNN,2.1872752923027075,2.1863261576154893,28.41524291038513,5,5.0,4.0
breast_cancer,StrategyNN,1.3116624387877098,1.235125291358392,3.982244729995728,5,5.0,0.0
breast_cancer,StrategyNN,1.2413226537542381,1.2555459717738815,3.943790197372437,5,5.0,1.0
breast_cancer,StrategyNN,1.3138882660968283,1.3034533192962152,3.5731277465820312,5,5.0,2.0
breast_cancer,StrategyNN,1.3053294753790563,1.3652556732758498,3.840036869049072,5,5.0,3.0
breast_cancer,StrategyNN,1.4874439039850338,1.4862380002465845,4.198534011840819,5,5.0,4.0
heart,StrategyNN,3.0263146042133053,2.9394725164980318,4.826700687408447,5,5.0,0.0
heart,StrategyNN,2.280642460419384,2.2501405641739827,5.578449010848999,5,5.0,1.0
heart,StrategyNN,3.5781281751243443,3.80461681286186,4.5623528957366934,5,5.0,2.0
heart,StrategyNN,3.6693939596998613,3.644814745318026,4.5685789585113525,5,5.0,3.0
heart,StrategyNN,5.102356326050519,5.378358683469816,4.676104545593262,5,5.0,4.0
iris,StrategyNN,1.9282799084387945,2.102602493310413,26.393360376358032,5,5.0,0.0
iris,StrategyNN,1.8658810952602658,1.851264135874373,22.60407543182373,5,5.0,1.0
iris,StrategyNN,2.506410551676263,2.3991559254114,24.83738350868225,5,5.0,2.0
iris,StrategyNN,2.1311342830912525,1.9893873017178876,24.306700468063354,5,5.0,3.0
iris,StrategyNN,2.088604916657532,2.080793518392768,25.074028253555298,5,5.0,4.0
wine,StrategyNN,2.7074554577855428,2.7243672135787347,30.85218572616577,5,5.0,0.0
wine,StrategyNN,2.2304433541935684,2.2292552076085044,30.960141897201535,5,5.0,1.0
