dataset,seed,epoch,max_fitness,median_fitness,min_fitness
iris,3,0.0,7.207237825136529,3.1365588157798117,2.12698176438582
iris,3,1.0,7.207237825136529,2.838544092060396,1.8864811451451653
iris,3,2.0,11.419342040699897,2.8150870467207914,1.8864811451443504
iris,3,3.0,7.349318907951359,2.686189112782792,1.8026728357377484
iris,3,4.0,7.207108913080801,2.686189112782792,1.567693949484261
iris,3,0.0,6.984445031124078,3.2136307767322605,1.9484651907992179
iris,3,1.0,9.273392697851557,2.931962427955666,1.9481185520450843
iris,3,2.0,9.486367495383647,2.7376915155688817,1.9481185520450843
iris,3,3.0,9.280673598398272,2.5028896361969677,1.8519024576367724
iris,3,4.0,14.8473456720488,2.510291050704863,1.8519024576367724
iris,3,0.0,9.21762308710866,3.560868503178794,1.8870501686082706
iris,3,1.0,9.21762308710866,3.198723019998214,1.8870501686082706
iris,3,2.0,7.706469722398844,2.8686979865606577,1.751401418145538
iris,3,3.0,8.87819880281364,2.5741253998027944,1.751401418145538
iris,3,4.0,10.555181838185215,2.491148922859745,1.6263708407386728
iris,3,0.0,8.354770167453955,3.1889966595674393,1.679675884305267
iris,3,1.0,9.377497828306295,2.9759580332728945,1.679675884305267
iris,3,2.0,9.348111388420584,2.5016627754697485,1.679675884305267
iris,3,3.0,9.78235654620414,2.4713344461270395,1.6101567578021938
iris,3,4.0,9.440766350366387,2.4004861385135086,1.561137341291412
iris,3,0.0,5.886069898634786,3.2014437621777656,1.6744075199981356
iris,3,1.0,10.176824628318299,2.7282956884888216,1.6744075199981356
iris,3,2.0,10.176824628318299,2.635860309437855,1.5870040919546735
iris,3,3.0,8.161678229973653,2.567145917125575,1.4615188377046355
iris,3,4.0,8.199850977097709,2.578889470204082,1.4615188377046355
wine,3,0.0,9.475076929270264,3.2474479689517204,2.0413997917020894
wine,3,1.0,12.132869837983396,3.0935473540609664,2.0413997917020894
wine,3,2.0,12.132869837983396,2.9349550684430326,2.041399771541171
wine,3,3.0,9.716350410101528,2.824374943967434,1.977098496614032
wine,3,4.0,10.70619083158093,2.5962277586111457,1.9678369368194788
wine,3,0.0,8.652644168923755,3.551647036404638,1.8844885067959616
wine,3,1.0,9.394261447639261,2.971669732135251,1.8728294496946967
wine,3,2.0,9.893110149853895,2.7915179052945045,1.8728294496946967
wine,3,3.0,12.674373653796208,2.595100967048786,1.8728294496946967
wine,3,4.0,12.558911373975642,2.581830539286396,1.8728294496946967
wine,3,0.0,9.5601447616596,3.287987944316675,1.9232216373011053
wine,3,1.0,9.560263997396087,3.134534889523511,1.9176884716618514
wine,3,2.0,9.560263997396087,2.847705058326762,1.8659195021048556
wine,3,3.0,10.285207382406908,2.599341913371143,1.8659195021048556
wine,3,4.0,10.397977614592252,2.5462374686322216,1.8659194635191894
wine,3,0.0,11.233915217140446,3.2581282281279607,1.9291221621728942
wine,3,1.0,12.889443801203686,3.1762582354803053,1.9291221621728942
wine,3,2.0,15.089176645488996,2.6357683338042115,1.9291221621728942
wine,3,3.0,15.089190867833151,2.403982457094745,1.9007460478408733
wine,3,4.0,15.089190867833151,2.4890931931324443,1.8989655990885002
wine,3,0.0,8.563262209900032,3.449853147777334,1.9655611592643747
wine,3,1.0,8.563262209900099,3.0313900611186777,1.9655610516145294
wine,3,2.0,8.563262209900111,2.74367436176226,1.9647611370363383
wine,3,3.0,9.128455096466324,2.665502455706208,1.8749108394346488
wine,3,4.0,13.286126743912076,2.574623882903753,1.8560769438506712
breast_cancer,3,0.0,5.219268507803991,2.1321806999266153,1.1014640068960002
breast_cancer,3,1.0,5.219268507803991,1.8771597129881752,1.1014640068960002
breast_cancer,3,2.0,9.133237877274658,1.782848439524967,1.0184318461890531
breast_cancer,3,3.0,8.484108083301685,1.6555887152338309,1.0081229015256472
breast_cancer,3,4.0,10.21505283043995,1.5400201913564713,0.9586805266292909
breast_cancer,3,0.0,5.772630980872244,2.1791627448618356,1.1291909518608834
breast_cancer,3,1.0,6.725413539856884,2.050131145982971,1.1291909518608834
breast_cancer,3,2.0,6.719670409985877,1.936872053501634,1.100357648272796
breast_cancer,3,3.0,6.362934287666736,1.794671689274873,1.0461614601315494
breast_cancer,3,4.0,9.295934847028624,1.7469299411477386,1.0461614601315494
breast_cancer,3,0.0,5.706696251684949,2.237264054196819,1.1506448446563537
breast_cancer,3,1.0,5.661198609113224,1.92013131746866,1.1506448446563537
breast_cancer,3,2.0,6.97123258143005,2.0259964005723496,1.1469032018659147
breast_cancer,3,3.0,9.354060824760074,1.9112444682876393,1.0680271374290027
breast_cancer,3,4.0,8.666975805680249,1.8197137921172526,1.0680271374290027
breast_cancer,3,0.0,6.020842657116319,2.0892800736236383,1.2512693005839572
breast_cancer,3,1.0,6.113322849046825,1.9088171053812388,1.2512693005839572
breast_cancer,3,2.0,6.83710066402379,1.885082137055929,1.2512693005839572
breast_cancer,3,3.0,6.846694114202017,1.7261292754782065,1.1495673677084237
breast_cancer,3,4.0,6.846694114202017,1.689743787277556,1.1495673677084237
breast_cancer,3,0.0,6.281681769704866,2.325098799387029,1.1566644423863714
breast_cancer,3,1.0,6.423638529739262,1.8330462675419459,1.077096944018469
breast_cancer,3,2.0,8.99804564901688,1.8735758604318042,1.0636742883552521
breast_cancer,3,3.0,7.485478901944773,1.776480703800478,1.0636742883552521
breast_cancer,3,4.0,10.663276498016097,1.677244724893518,1.0569519695612084
heart,3,0.0,17.34278088022508,5.501831109442774,2.438019870714179
heart,3,1.0,17.34278088022508,4.779598648390275,2.43170443432049
heart,3,2.0,15.42986203070626,4.109865106492655,2.30341841365959
heart,3,3.0,15.160496824684445,3.8831644863291053,2.30341841365959
heart,3,4.0,17.018103463411304,3.7878988081789258,2.30341841365959
heart,3,0.0,14.671930017693041,5.785788978927471,2.3883057167670865
heart,3,1.0,14.671930017693041,5.102077780363283,2.1500989457274855
heart,3,2.0,13.029367547954902,4.446697350184531,2.1291918882725587
heart,3,3.0,13.031180915900713,4.170504282572744,2.127754072014018
heart,3,4.0,12.133936590036834,3.9106615698501015,2.127631012453718
heart,3,0.0,13.674837201999491,5.5114300884482645,2.4477741687851435
heart,3,1.0,13.747315018640215,5.161067221223629,2.3255154665952777
heart,3,2.0,15.4686677965656,4.096529443763432,2.3255154665952777
heart,3,3.0,13.674837201999491,3.435388482036345,2.3180338040894726
heart,3,4.0,13.946917968638777,3.016154687494253,2.3040501181922806
heart,3,0.0,12.211238404234047,5.265281594363379,2.273007205522912
heart,3,1.0,12.470715202919676,4.692635322286815,2.2181693580176907
heart,3,2.0,12.211238404234047,4.093910504149629,2.131107954605829
heart,3,3.0,12.211238404234047,3.792983088384967,2.0870836614668176
heart,3,4.0,12.942327710653052,3.6531210376454064,2.0870836614668176
heart,3,0.0,14.040271150713124,5.704440106169891,2.5125249095890316
heart,3,1.0,16.111824483747434,5.014576194852637,2.5125249095890316
heart,3,2.0,16.564412426863353,4.1495750490137935,2.3536721071547246
heart,3,3.0,16.57506193109138,3.8224479301229097,2.3536721071547246
heart,3,4.0,20.665084704492813,3.4721667806327288,2.3536721071547246
iris,17,0.0,7.420987565024278,3.3648345405185096,1.8907181442636354
iris,17,1.0,9.219750782277712,3.3039089535198287,1.8293042112849751
iris,17,2.0,16.8086967772777,3.1453123708817268,1.8293042112849751
iris,17,3.0,16.8086967772777,2.9876864021711613,1.7602992130447284
iris,17,4.0,16.8086967772777,3.2525552099371424,1.6876809045185714
iris,17,0.0,8.034865372680592,3.183957879148263,1.7477301269708234
iris,17,1.0,9.820105407685329,2.6468339795365394,1.7477301269708234
iris,17,2.0,7.36433606659697,2.311464859151352,1.6755920580404087
iris,17,3.0,9.401423926478431,2.2682277087095537,1.643245170206465
iris,17,4.0,9.401423926478431,2.231388556207079,1.643245170206465
iris,17,0.0,7.404663434257568,2.966077733009315,1.7720483267448193
iris,17,1.0,8.483516326187521,2.681427460571489,1.7720053322729565
iris,17,2.0,8.989074412615771,2.58593534268969,1.689018882137246
iris,17,3.0,13.0364729374253,2.361122430256722,1.689018882137246
iris,17,4.0,13.876144360527704,2.452267898011501,1.5743273706904304
iris,17,0.0,8.401763287209167,3.3156156618300647,1.8533481990054383
iris,17,1.0,9.670449982923625,3.0668055063833983,1.6284351713257317
iris,17,2.0,9.335274377184897,2.550077164151677,1.6284351713257317
iris,17,3.0,15.423270667041235,2.422263492619904,1.6284351713257317
iris,17,4.0,11.929961010378817,2.416867773994876,1.6283240685004219
iris,17,0.0,7.037996356665423,3.310634125196579,1.8884996160017515
iris,17,1.0,13.975487923560085,3.103896344182535,1.8884996160017515
iris,17,2.0,12.710889035938028,2.964205557585976,1.7927133891993148
iris,17,3.0,8.850297971180488,2.8858344139836802,1.7927133891993148
iris,17,4.0,12.149832418261987,2.594744201541773,1.7887527682957718
wine,17,0.0,8.198689239068115,3.1892380154068807,2.0488052347226016
wine,17,1.0,8.198689239068115,2.8772131323041314,2.0159839743239245
wine,17,2.0,8.198689239068115,2.7373620736296385,1.9632914136908712
wine,17,3.0,11.31560792699353,2.725882786923907,1.850361158858839
wine,17,4.0,11.31560792699353,2.4824438427671303,1.757519908522281
wine,17,0.0,8.302795643116019,3.2818969258800914,1.8557397085295342
wine,17,1.0,10.056462400274341,2.993538291462042,1.8557397085295342
wine,17,2.0,9.786416755126238,2.417756642215657,1.8118253744771677
wine,17,3.0,11.139164883504444,2.2886194502324333,1.7520298408676407
wine,17,4.0,11.14586214547671,2.20144127889088,1.7520298408676407
wine,17,0.0,11.299012728536736,3.421826855052994,1.9407903684628687
wine,17,1.0,8.100368849035583,2.929487202312085,1.9387419150212788
wine,17,2.0,8.100368849035583,2.7293615540833494,1.9256878842318919
wine,17,3.0,10.665176739559364,2.4713457568886246,1.860111138096115
wine,17,4.0,10.602102920875877,2.342847809500425,1.8539959684534224
wine,17,0.0,8.791390408065638,3.126626308872308,1.8334623264617116
wine,17,1.0,14.906764196875365,2.9632141096776894,1.8334623264617116
wine,17,2.0,9.648823156581336,2.723656305260642,1.8102267421130869
wine,17,3.0,15.028714535665578,2.769503298516022,1.807347599234213
wine,17,4.0,10.915504763954937,2.5656504845544466,1.7903587074850542
wine,17,0.0,7.514404764220336,3.338836768917871,1.6861981623095121
wine,17,1.0,7.876848903627687,2.8611972054010106,1.6861981623095121
wine,17,2.0,7.675018412688638,2.8611972054010106,1.624341717747499
wine,17,3.0,7.675018412688638,2.5659964280712106,1.4782237725847198
wine,17,4.0,12.005453993060813,2.4276936124753474,1.433263213514328
breast_cancer,17,0.0,4.691190019102289,2.0625189944084448,1.1202176975673468
breast_cancer,17,1.0,4.270799023147517,1.9831472336312759,1.109141460937996
breast_cancer,17,2.0,7.853223303454384,1.6569238141994247,1.109141460937996
breast_cancer,17,3.0,8.658199896933914,1.6283705109347952,1.064928610287897
breast_cancer,17,4.0,9.292391274824748,1.600619547625914,0.9809932376167131
breast_cancer,17,0.0,5.345274156628355,2.099895967187671,1.0522209569980792
breast_cancer,17,1.0,5.345274156628355,1.8054767524229183,1.0522209569980792
breast_cancer,17,2.0,6.349230715908657,1.744679729273226,0.8365503333576041
breast_cancer,17,3.0,7.689679391420394,1.633362693149318,0.8365503333576041
breast_cancer,17,4.0,7.689679391420394,1.6874112905225147,0.8337646367358869
breast_cancer,17,0.0,5.354644657288615,2.149065611226856,1.228123167756669
breast_cancer,17,1.0,7.257586759340404,1.963888069929157,1.228123167756669
breast_cancer,17,2.0,8.642416984286607,1.8748048437221168,1.1966854250769583
breast_cancer,17,3.0,6.648240180982493,1.7432444071476576,1.1898657674970898
breast_cancer,17,4.0,6.863354815504215,1.6607892706582594,1.1731835370159034
breast_cancer,17,0.0,5.255006179024102,2.422276111475775,1.3670407640973226
breast_cancer,17,1.0,5.76052469554382,1.985293090617638,1.2609444457383563
breast_cancer,17,2.0,10.151186036854199,1.811539433566358,1.1598382867730084
breast_cancer,17,3.0,10.151186036854199,1.8145181288778454,1.1598382867730084
breast_cancer,17,4.0,12.463132047974083,1.7960227733030958,1.1322841923220328
breast_cancer,17,0.0,6.81049758706215,2.2601461228667885,1.2297493841479274
breast_cancer,17,1.0,9.971282076093727,1.8733396224689802,1.211404520592364
breast_cancer,17,2.0,7.398256319212263,1.8024808235539251,1.1268074357445614
breast_cancer,17,3.0,9.64075592193598,1.7206591651043677,1.1268074357445614
breast_cancer,17,4.0,8.901204069964008,1.6326625033508138,1.1268074357445614
heart,17,0.0,13.14788529660763,5.754619798532521,2.2759716360140407
heart,17,1.0,13.14788529660763,5.111918591629339,2.2759446358706756
heart,17,2.0,13.147885323163528,4.797403204141336,2.2756673116336152
heart,17,3.0,13.147885323163528,4.476417637433027,2.263697585251648
heart,17,4.0,13.147934542305398,4.10818805461442,2.263697585251648
heart,17,0.0,14.320859449750102,5.472691270764008,2.659288357494741
heart,17,1.0,14.354389238663979,5.154217439597657,2.659288357494741
heart,17,2.0,20.652978203045656,4.714357670829237,2.3377490698851204
heart,17,3.0,14.357383976216209,3.6687076938198286,2.2871011126609453
heart,17,4.0,14.357383976216209,3.380378551640528,2.2871011126609453
heart,17,0.0,14.51164607769725,5.828418587190278,2.449198660338874
heart,17,1.0,17.255444625217415,5.284024190849793,2.449198660338874
heart,17,2.0,23.300769761588594,4.418315066300198,2.4309101075615396
heart,17,3.0,13.784413863349677,3.883958037496496,2.356591994980655
heart,17,4.0,15.118292348094643,3.9176605267067237,2.178634214843262
heart,17,0.0,14.709182603235467,5.4756391353481115,2.6374878433922175
heart,17,1.0,14.709182603235467,5.259693784346236,2.6374878433922175
heart,17,2.0,15.540351060082369,4.804237838469903,2.451757194570707
heart,17,3.0,15.540351060082369,4.51822245036822,2.3175325802247326
heart,17,4.0,22.754786511370842,4.037409904213215,2.3169232380046187
heart,17,0.0,15.239457397534757,5.506748014793848,2.5096926929226595
heart,17,1.0,20.702445476283366,4.940919431657312,2.5096926929226595
heart,17,2.0,20.702445476283366,4.295669891038237,2.3939812006659125
heart,17,3.0,20.70244547628327,4.019188829137199,2.3646485323513216
heart,17,4.0,20.51973310305276,4.019188829137199,2.2737331710868776
iris,101,0.0,6.526697704796775,3.193930774186943,1.7637278531875282
iris,101,1.0,6.053388360291419,2.99560890709776,1.6693930518851474
iris,101,2.0,6.565186029023897,2.7282417687256033,1.6424320451323076
iris,101,3.0,12.881695355438808,2.567900326893808,1.5982316597435253
iris,101,4.0,6.565186029023897,2.445154595600788,1.3955127859728635
iris,101,0.0,7.059181156877088,3.353911941472229,1.6813857810603234
iris,101,1.0,9.620144002017291,2.8590845924933723,1.6813857810603234
iris,101,2.0,7.636001682505182,2.717685416687884,1.681257516027517
iris,101,3.0,7.651340330341588,2.6814716792276707,1.6595615186026607
iris,101,4.0,10.503443264566343,2.4496551298902274,1.6595615186026607
iris,101,0.0,5.995701385119616,3.3286201580036816,2.007887654603454
iris,101,1.0,9.370102173256177,3.0682728141683016,1.964070740430529
iris,101,2.0,11.944042460657911,3.015008922531135,1.9156757817838472
iris,101,3.0,17.581077848925695,2.7996409164636358,1.84811484485937
iris,101,4.0,17.581077848925695,2.7021316055002464,1.8480562816997443
iris,101,0.0,6.729977640142731,3.146779950609318,1.469720172122237
iris,101,1.0,7.346738070062372,2.983513283863157,1.4696979292328032
iris,101,2.0,7.210475764447441,3.0084997951419457,1.4333361710432095
iris,101,3.0,7.877482100389534,2.8212095082674185,1.4332219391464904
iris,101,4.0,9.77853744645889,2.6928320674681734,1.4124180137631872
iris,101,0.0,7.867690306011475,3.2211363581520165,1.9473377560793963
iris,101,1.0,7.867695948676847,2.854299456846358,1.8544372984716444
iris,101,2.0,7.935776515198793,2.6708100044114484,1.8544372984716444
iris,101,3.0,14.999311711304598,2.643319400895645,1.6538855471462293
iris,101,4.0,20.185925881765993,2.599350691716341,1.6538855471462293
wine,101,0.0,7.266396993211074,3.0910640327442875,2.004904113860678
wine,101,1.0,7.266396993211074,2.9417058200055752,2.004904113860678
wine,101,2.0,10.893271348300724,2.73213743375228,2.004904113860678
wine,101,3.0,13.53561583958466,2.6589171720313467,1.9364182189786991
wine,101,4.0,15.998793821077598,2.6430834101586287,1.9364182189786991
wine,101,0.0,7.918267019095464,3.1011069705939844,1.924468698840861
wine,101,1.0,7.923373213978487,2.6914821147137293,1.924468698840861
wine,101,2.0,9.341660697278538,2.5743919014237604,1.924468698840861
wine,101,3.0,11.00835121656155,2.4261323304798394,1.924468698840861
wine,101,4.0,11.104890933233353,2.3522148944917953,1.8734655745697428
wine,101,0.0,7.008495675919113,3.426931967461295,1.9850352160400906
wine,101,1.0,8.066878388987305,3.18420199050879,1.9850352160400906
wine,101,2.0,7.987576427988056,2.7054661479017668,1.902599781046506
wine,101,3.0,7.987576427988056,2.6073526974841945,1.902599781046506
wine,101,4.0,9.089036623232838,2.464644608649966,1.8991307433319062
wine,101,0.0,8.578166605614118,3.5469827810701795,1.9687374333472525
wine,101,1.0,8.578166605614118,3.236895779753098,1.9687374331628225
wine,101,2.0,13.188505554886904,3.0164603423066727,1.9379990405847083
wine,101,3.0,13.188505554886904,2.765349066327398,1.9379990405837977
wine,101,4.0,12.300283708279123,2.9002828391835553,1.9199132887754984
wine,101,0.0,7.206319514852649,3.344949516955365,1.9039928051912762
wine,101,1.0,7.734224490029558,2.825795505408516,1.9039928051912762
wine,101,2.0,12.706781397291998,2.6222266287126086,1.9039928051912762
