dataset,seed,epoch,fitness
iris,3,0.0,2.572415852747279
iris,3,1.0,2.0065526444797097
iris,3,2.0,2.0681221051823893
iris,3,3.0,1.943060921051397
iris,3,4.0,1.9263036681545647
iris,3,0.0,1.8874165433942305
iris,3,1.0,2.259822080815457
iris,3,2.0,1.9052714189215663
iris,3,3.0,1.9871762931867145
iris,3,4.0,1.9106635369751124
iris,3,0.0,5.213284111499002
iris,3,1.0,2.694966732439808
iris,3,2.0,3.0153758437097036
iris,3,3.0,2.485470685950071
iris,3,4.0,2.417453826843283
iris,3,0.0,2.8511411562378233
iris,3,1.0,1.9668588606649715
iris,3,2.0,2.0243143627147147
iris,3,3.0,1.883696300755966
iris,3,4.0,1.907543403125035
iris,3,0.0,3.2795949975221848
iris,3,1.0,2.111063965654114
iris,3,2.0,2.4461935352481485
iris,3,3.0,2.153507451889683
iris,3,4.0,2.147460870238043
wine,3,0.0,3.272499047389467
wine,3,1.0,2.19417013833907
wine,3,2.0,2.0610231642239425
wine,3,3.0,1.9680350242749434
wine,3,4.0,1.9520910436409291
wine,3,0.0,3.1750271534832986
wine,3,1.0,2.013822961606151
wine,3,2.0,2.1707758760893405
wine,3,3.0,1.915405447588789
wine,3,4.0,1.9352859851747464
wine,3,0.0,3.566448659613242
wine,3,1.0,2.380782766703515
wine,3,2.0,2.527319834640749
wine,3,3.0,2.3507019834513176
wine,3,4.0,2.184891055817721
wine,3,0.0,4.463144359581321
wine,3,1.0,2.1615007103758033
wine,3,2.0,2.9333485856453314
wine,3,3.0,2.3986152180123916
wine,3,4.0,2.4310734645248715
wine,3,0.0,2.560610405675652
wine,3,1.0,2.1819703466440084
wine,3,2.0,2.1396476734174534
wine,3,3.0,2.0569088032620146
wine,3,4.0,1.9975036966960213
breast_cancer,3,0.0,3.1621368126502363
breast_cancer,3,1.0,1.7896228309715883
breast_cancer,3,2.0,1.9584135846832704
breast_cancer,3,3.0,1.5657933164274356
breast_cancer,3,4.0,1.5521299908616484
breast_cancer,3,0.0,1.615272388018191
breast_cancer,3,1.0,1.4168700011915776
breast_cancer,3,2.0,1.4591766407304052
breast_cancer,3,3.0,1.4100459437645707
breast_cancer,3,4.0,1.4018767888098913
breast_cancer,3,0.0,2.415561810534873
breast_cancer,3,1.0,1.6094846727698666
breast_cancer,3,2.0,1.5693265648805743
breast_cancer,3,3.0,1.3636662323103488
breast_cancer,3,4.0,1.3626168412498396
