dataset,seed,epoch,fitness
iris,3,0.0,27.85669394271351
iris,3,1.0,236.76548562063542
iris,3,2.0,147.983707760632
iris,3,3.0,134.35289450240725
iris,3,4.0,131.0403661979822
iris,3,0.0,116.9765561786639
iris,3,1.0,10.499673885750605
iris,3,2.0,25.591500167412114
iris,3,3.0,153.7221198923772
iris,3,4.0,832.749514359978
iris,3,0.0,18.544272837627727
iris,3,1.0,46.30021048173888
iris,3,2.0,14.967656324098618
iris,3,3.0,14.032774653489074
iris,3,4.0,17.091582451319844
iris,3,0.0,6.916822503992138
iris,3,1.0,61.479485274258245
iris,3,2.0,58.64612265366756
iris,3,3.0,93.59496697755324
iris,3,4.0,58.02380177574884
iris,3,0.0,350.6701224978576
iris,3,1.0,794.0921625375697
iris,3,2.0,314.9054336417101
iris,3,3.0,368.36717915605175
iris,3,4.0,549.8824025713203
wine,3,0.0,72.90676336987086
wine,3,1.0,70.42998420618038
wine,3,2.0,70.42998420618038
wine,3,3.0,70.42998420618038
wine,3,4.0,178.4397578842669
wine,3,0.0,327.2061890101307
wine,3,1.0,285.70335707938546
wine,3,2.0,285.70335707938546
wine,3,3.0,274.5419942377348
wine,3,4.0,274.5419942377348
wine,3,0.0,788.5247598267428
wine,3,1.0,173.067678151606
wine,3,2.0,171.59950994335534
wine,3,3.0,236.73979831647816
wine,3,4.0,236.29966904738964
wine,3,0.0,42.5191062522652
wine,3,1.0,172.59983256765625
wine,3,2.0,46.20632686506661
wine,3,3.0,46.20632686506661
wine,3,4.0,54.567840434704394
wine,3,0.0,98.76265090397695
wine,3,1.0,100.22138080270678
wine,3,2.0,91.48671852327381
wine,3,3.0,95.0253716081995
wine,3,4.0,309.2138096582405
breast_cancer,3,0.0,465.35121966308185
breast_cancer,3,1.0,3745.851243253854
breast_cancer,3,2.0,3754.1430719655104
breast_cancer,3,3.0,3754.4297081562286
breast_cancer,3,4.0,646.3208692357962
breast_cancer,3,0.0,366.30916874788556
breast_cancer,3,1.0,507.9645799756078
breast_cancer,3,2.0,371.0961864842989
breast_cancer,3,3.0,698.8287228069522
breast_cancer,3,4.0,686.505060834853
breast_cancer,3,0.0,369.3815208958036
breast_cancer,3,1.0,360.6645597039297
breast_cancer,3,2.0,845.2594860168167
breast_cancer,3,3.0,845.2594860168167
breast_cancer,3,4.0,2622.484167611514
breast_cancer,3,0.0,1539.302532539427
breast_cancer,3,1.0,1556.5400495034755
breast_cancer,3,2.0,1542.4693589151434
breast_cancer,3,3.0,389.5951562996334
breast_cancer,3,4.0,416.0958024151118
breast_cancer,3,0.0,372.2419583118932
breast_cancer,3,1.0,955.9728991056162
breast_cancer,3,2.0,1463.629951111666
breast_cancer,3,3.0,1452.6928381431212
breast_cancer,3,4.0,1452.6928381431212
heart,3,0.0,499.33664182980294
heart,3,1.0,499.33664182980294
heart,3,2.0,499.33664182980294
heart,3,3.0,680.6692742531152
heart,3,4.0,61.95838363991279
heart,3,0.0,322.5909215115742
heart,3,1.0,295.11692333454715
heart,3,2.0,63.08685449299116
heart,3,3.0,86.78649447542344
heart,3,4.0,1037.7516323503307
heart,3,0.0,207.03221924298106
heart,3,1.0,99.98818973337399
heart,3,2.0,113.01258736083363
heart,3,3.0,113.01258736083363
heart,3,4.0,32.2525544103127
heart,3,0.0,562.4339778353112
heart,3,1.0,93.48266322513601
heart,3,2.0,88.60884313242077
heart,3,3.0,313.68712367495476
heart,3,4.0,364.48457808053166
heart,3,0.0,41.20575526968996
heart,3,1.0,19.070445531352355
heart,3,2.0,351.33978258458274
heart,3,3.0,32.30419049383896
heart,3,4.0,1283.104589173193
iris,17,0.0,142.89209794750943
iris,17,1.0,252.53441191750235
iris,17,2.0,88.21368639218525
iris,17,3.0,27.876969348860946
iris,17,4.0,28.589491008734797
iris,17,0.0,799.1822771835408
iris,17,1.0,14.448143537486152
iris,17,2.0,14.452726983107837
iris,17,3.0,36.89872416613221
iris,17,4.0,16.11130332401445
iris,17,0.0,36.4300513191601
iris,17,1.0,30.114281042546907
iris,17,2.0,42.14688175454551
iris,17,3.0,6.415241726347996
iris,17,4.0,4.577660662614109
iris,17,0.0,19.46344577621295
iris,17,1.0,19.951558519108957
iris,17,2.0,112.09455709890344
iris,17,3.0,14.113817143932716
iris,17,4.0,20.400152414300557
iris,17,0.0,43.76551536810912
iris,17,1.0,195.5147517337478
iris,17,2.0,258.99037556283406
iris,17,3.0,338.4179549559697
iris,17,4.0,705.0924690403635
wine,17,0.0,687.7190593831573
